N,ns,L,n_trials,n_levels,i,abs_err_3,rel_err_3,abs_err_6,rel_err_6,abs_err_9,rel_err_9
32000,200,95.24406208515359,20,14,11,0.10145532472645868,0.0005693266071027628,5.1988617428833095e-6,2.9173927784001335e-8,1.0669876360225317e-7,5.987506838848883e-10
32000,200,95.24406208515359,20,14,12,0.09352167098403497,0.02689016960505609,3.75806781010013e-5,1.080552557900139e-5,4.413546861314899e-9,1.2690216332948174e-9
32000,200,95.24406208515359,20,14,13,0.023127174059560218,0.0006708761047826241,4.042873258214286e-5,1.1727619883932384e-6,2.3573640817176056e-8,6.83827271167798e-10
32000,200,95.24406208515359,20,14,14,0.08134579684720222,0.0006473106899144043,5.4735140963657614e-5,4.355559012630899e-7,2.9609509510919452e-8,2.3561822211345876e-10
32000,200,95.24406208515359,20,14,15,0.1033193926945728,0.00046857309352533956,1.34299264971105e-5,6.090727055637784e-8,5.8391918855704716e-8,2.64818456066432e-10
32000,200,95.24406208515359,20,14,16,0.11182087194715601,0.2909728671402992,4.871848577781002e-6,1.2677201708999737e-5,5.1957726898699264e-8,1.3520095580145116e-7
32000,200,95.24406208515359,20,14,17,0.10617728138089433,0.0005472374603937771,8.15028729448386e-5,4.2006561691035915e-7,3.5999505598738324e-8,1.855413678243792e-10
32000,200,95.24406208515359,20,14,18,0.029891603116851684,0.0003184447498859508,2.6644888848181836e-5,2.838564707228688e-7,2.905956364429585e-8,3.0958076889779465e-10
32000,200,95.24406208515359,20,14,19,0.04616466031691857,0.00019677541121519313,1.696626173952609e-5,7.23181565219126e-8,5.113230372444377e-8,2.1794983484520896e-10
32000,200,95.24406208515359,20,14,20,0.027917883624541062,0.003305533898832073,3.7869225621989244e-5,4.483792922826302e-6,2.789576925010806e-8,3.302915512161978e-9
64000,200,119.99999869857918,20,15,1,0.0282770962046186,0.0001938032573129839,2.5859704379627146e-5,1.7723513424635159e-7,3.5736320569412783e-9,2.4492668131892433e-11
64000,200,119.99999869857918,20,15,2,0.031256451043930156,8.012731932314169e-5,5.246048635854095e-5,1.3448481839445528e-7,2.2190079107531346e-8,5.6885266723210534e-11
64000,200,119.99999869857918,20,15,3,0.07623973133769368,0.0003311211097058508,5.828969554499963e-5,2.5316128919428505e-7,9.199962391903682e-8,3.995687947752668e-10
64000,200,119.99999869857918,20,15,4,0.10573704529264205,0.0002596633382775995,0.00024465543447149685,6.008116329220532e-7,1.369304527543136e-7,3.3626642749135356e-10
64000,200,119.99999869857918,20,15,5,0.10267896032098633,0.0006418054671124752,0.00011997542156905183,7.49918788049935e-7,2.0644478126996546e-8,1.2904044690528687e-10
64000,200,119.99999869857918,20,15,6,0.1217397177406383,0.0002032916450228271,6.577564761300891e-5,1.0983793829864241e-7,4.467949565878371e-8,7.460973575292255e-11
64000,200,119.99999869857918,20,15,7,0.02531536660220013,0.00017670518676433876,0.00023659909237494503,1.6514983750128348e-6,5.919156365052913e-8,4.131662983237611e-10
64000,200,119.99999869857918,20,15,8,0.05687929665725733,0.0009896065420176086,7.566556476490405e-6,1.3164568181637694e-7,7.28877722622201e-8,1.2681277811577752e-9
64000,200,119.99999869857918,20,15,9,0.01820477029338008,3.6584154573708624e-5,3.08121150851548e-5,6.191976953579614e-8,2.949184363387758e-8,5.926656303692895e-11
64000,200,119.99999869857918,20,15,10,0.0027409464390188987,1.0781282470634064e-5,0.00012028544716713441,4.731326977259713e-7,5.712172423955053e-8,2.2468350182599567e-10
64000,200,119.99999869857918,20,15,11,0.15688592167367688,0.0008221357695956406,5.5265609233856594e-5,2.8961065272737016e-7,3.27914335684909e-8,1.7183830254094056e-10
64000,200,119.99999869857918,20,15,12,0.07603897212834454,0.00012300550550112558,3.9643013224122114e-5,6.412907414095933e-8,1.1363226803950965e-8,1.8381882579694974e-11
64000,200,119.99999869857918,20,15,13,0.016318094952907813,7.128630544237447e-5,3.6544147974382213e-7,1.5964469517741858e-9,2.512118157937948e-8,1.0974297111942499e-10
64000,200,119.99999869857918,20,15,14,0.0038712454714868727,1.1662165404391717e-5,5.0664616480844415e-5,1.5262765998735292e-7,4.755850113724591e-8,1.4327045668702803e-10
64000,200,119.99999869857918,20,15,15,0.19838010999518474,0.0006234100747743573,0.0001226508470040244,3.8543064475452227e-7,5.8989826356992126e-8,1.8537570153092185e-10
64000,200,119.99999869857918,20,15,16,0.0046484825993502454,1.5228977489025963e-5,1.3659610374361364e-5,4.475049533993987e-8,6.366462912410498e-12,2.085728370616473e-14
64000,200,119.99999869857918,20,15,17,0.07716281694456484,0.00016076844831778962,0.0001630205851483879,3.3965279594436177e-7,6.066329660825431e-9,1.263917577368569e-11
64000,200,119.99999869857918,20,15,18,0.22375220628805437,0.00026187708631483303,1.4674246131107793e-5,1.7174573982676217e-8,3.933871539629763e-8,4.6041593681934035e-11
64000,200,119.99999869857918,20,15,19,0.04663233220310303,6.339695915117596e-5,0.00020047247051024897,2.725436284961933e-7,1.1030010682588909e-8,1.4995371315239355e-11
64000,200,119.99999869857918,20,15,20,0.018278254523465876,8.629694132777152e-5,4.066862140916783e-5,1.9200835786166915e-7,1.182777111807809e-7,5.584233816772308e-10
128000,200,151.1905243476973,20,16,1,0.029263646621984662,3.792768723593398e-5,0.00014799624943862,1.9181326009391797e-7,1.971545771084493e-8,2.55525814478789e-11
128000,200,151.1905243476973,20,16,2,0.054833019071907074,0.00011681621532016815,0.00010852779047354488,2.3120750881059926e-7,7.921272526800749e-8,1.6875471983168076e-10
128000,200,151.1905243476973,20,16,3,0.04797208003267883,0.0006336283426665964,0.00012507021276064734,1.6519615487696883e-6,1.3124544295806118e-7,1.7335256767563553e-9
128000,200,151.1905243476973,20,16,4,0.13013922905429354,0.0001359815668868984,0.0003295896627832917,3.4438592498729606e-7,2.613978722365573e-8,2.7313280173804467e-11
128000,200,151.1905243476973,20,16,5,0.18958233399274604,0.0011477636724928602,2.5626294615221923e-5,1.5514594319255792e-7,1.6471204844492604e-7,9.971947366899904e-10
128000,200,151.1905243476973,20,16,6,0.18407924402371423,0.07198973158442229,0.0002337166001993296,9.140191445487439e-5,1.7377629069059708e-7,6.796045142895631e-8
128000,200,151.1905243476973,20,16,7,0.03820555980064455,0.00010436337023263714,0.00013111666299892022,3.581619250084479e-7,2.41734028350038e-8,6.60327398163034e-11
128000,200,151.1905243476973,20,16,8,0.12535036870008298,9.957030659675445e-5,0.00026510352017794503,2.1058126160884113e-7,1.8650075617188122e-7,1.4814425888919197e-10
128000,200,151.1905243476973,20,16,9,0.05502298950185036,0.0003050999785199912,0.00018454232889553168,1.0232788347525616e-6,1.4948426496630418e-8,8.288834620438489e-11
128000,200,151.1905243476973,20,16,10,0.25773187929132746,0.0003584574520227449,1.085416249679838e-5,1.5096135732767708e-8,6.650566319876816e-8,9.249709675366285e-11
128000,200,151.1905243476973,20,16,11,0.110275662803474,0.0001929375406134107,0.0004020394807184857,7.034055082267323e-7,8.187123512470862e-8,1.432413494543598e-10
128000,200,151.1905243476973,20,16,12,0.0551565014141886,0.0010534002164318314,3.884759021133277e-5,7.419263167033676e-7,5.267041558454366e-8,1.0059199868329611e-9
128000,200,151.1905243476973,20,16,13,0.09493053494225023,0.0003038756147610533,7.693823016552415e-5,2.462816838059406e-7,1.863691068137996e-8,5.965733463944319e-11
128000,200,151.1905243476973,20,16,14,0.04465014518098087,7.064500617553437e-5,0.00035716749891889776,5.651067888928956e-7,2.5307940632046666e-8,4.004196660490495e-11
128000,200,151.1905243476973,20,16,15,0.014166762313521986,8.199678285540637e-5,0.000205083331906053,1.1870159928859008e-6,1.3450733149511507e-7,7.785242816234672e-10
128000,200,151.1905243476973,20,16,16,0.06815313001160916,0.0006668499331783429,5.12185551855282e-5,5.011521862186344e-7,1.4146193905162363e-7,1.3841460339060768e-9
128000,200,151.1905243476973,20,16,17,0.08558985173206679,0.0008499136698122485,0.00027620554618579263,2.7427418628570026e-6,3.565888562206965e-8,3.540954181734344e-10
128000,200,151.1905243476973,20,16,18,0.07172524644226996,0.00025784783456236264,3.427830432656265e-5,1.2322838862865147e-7,2.0909112663503038e-8,7.516696965613252e-11
128000,200,151.1905243476973,20,16,19,0.13982540730924597,0.0006418825651670028,3.428821736406462e-5,1.5740350298406903e-7,1.9144439988849626e-7,8.788447310974481e-10
128000,200,151.1905243476973,20,16,20,0.001747612405456067,8.924178795571211e-5,4.595741885182747e-5,2.3468145541667335e-6,5.395259350393644e-8,2.755087966935392e-9
256000,200,190.48812417030715,20,16,1,0.5345549590867336,0.0012816691193277892,0.0003936891757803096,9.439240075020288e-7,1.4759416444576345e-7,3.538773320638664e-10
256000,200,190.48812417030715,20,16,2,0.059445003740847824,5.757832922521109e-5,8.955676207733632e-5,8.67445269868735e-8,3.5185985325369984e-7,3.408108536774237e-10
256000,200,190.48812417030715,20,16,3,0.14278294349446696,0.0002246374350525307,9.797732320748764e-5,1.5414568463141192e-7,1.013197561405832e-7,1.5940426484099269e-10
256000,200,190.48812417030715,20,16,4,0.11603567502743317,0.0002137345088470123,6.183827940731135e-5,1.1390440288248632e-7,6.251514150790172e-8,1.1515116417889484e-10
256000,200,190.48812417030715,20,16,5,0.1281897679138524,0.00037889388922799814,0.00012418792130119982,3.670655252966366e-7,2.2651403241980006e-7,6.695135197212612e-10
256000,200,190.48812417030715,20,16,6,0.10067075970789574,0.00014788649523278145,0.000287550481971266,4.2241494059066245e-7,3.517754976201104e-7,5.16762221748939e-10
256000,200,190.48812417030715,20,16,7,0.16027230224233335,0.0007563330768305248,0.00010216181053124274,4.821067359277175e-7,1.538787728350144e-7,7.261616891310303e-10
256000,200,190.48812417030715,20,16,8,0.13264842932971987,0.00021079765510039289,8.968215445293026e-5,1.4251799255035236e-7,2.26134261538391e-7,3.5936024505547347e-10
256000,200,190.48812417030715,20,16,9,0.4907591979837207,0.0025019622950789426,0.0003495352931679463,1.7819821368576273e-6,1.1815330935860402e-8,6.023628823841857e-11
256000,200,190.48812417030715,20,16,10,0.07659993768493223,0.00020938144525200938,8.127772241550701e-5,2.221678959602871e-7,4.991977675672388e-8,1.364527872982402e-10
256000,200,190.48812417030715,20,16,11,0.0005605468907958766,2.0572030652140737e-5,5.054820234917656e-5,1.8551153975030165e-6,2.494568320798862e-7,9.15504782953493e-9
256000,200,190.48812417030715,20,16,12,0.05763089948686684,1.6021205814193824e-5,7.751117982479627e-5,2.1547860191858373e-8,8.315237209899351e-8,2.3116093609470566e-11
256000,200,190.48812417030715,20,16,13,0.37211364923348356,0.0006690158254930229,0.0004157490142233655,7.474669916610184e-7,3.5979530821350636e-7,6.468689219780334e-10
256000,200,190.48812417030715,20,16,14,0.15377104414091036,0.00044186290916122054,7.811650397115955e-5,2.2446869559245908e-7,1.0573415920589468e-7,3.038283536763899e-10
256000,200,190.48812417030715,20,16,15,0.1563816116377552,0.0005046656255782251,0.000380756988192843,1.2287567676737643e-6,2.1151987539269612e-7,6.826046177638404e-10
256000,200,190.48812417030715,20,16,16,0.03754649618173289,0.00011338203290477518,2.720459491456495e-5,8.215180081876612e-8,1.6039194861150463e-7,4.843478631696735e-10
256000,200,190.48812417030715,20,16,17,0.009501005660354167,1.3912577072056747e-5,2.7940410404880822e-5,4.0913891337299796e-8,5.419087756308727e-8,7.935315351351323e-11
256000,200,190.48812417030715,20,16,18,0.03860327418783527,6.978449798834877e-5,0.0002070933292088739,3.7436990306203664e-7,5.321533080859808e-8,9.61992272389207e-11
256000,200,190.48812417030715,20,16,19,0.08085912537103468,7.453136467651763e-5,0.0005243105008503335,4.832797407007591e-7,1.6054855223046616e-8,1.4798456747668743e-11
256000,200,190.48812417030715,20,16,20,0.10304584989467003,0.0001363676522029833,5.5541152505611535e-5,7.350142267330505e-8,6.631557880609762e-8,8.775996117760399e-11
512000,200,239.99999739715835,20,17,1,0.014752925495429281,9.087712318218314e-5,0.00016774555226106713,1.0333023928586417e-6,2.44342146515919e-7,1.505132751765455e-9
512000,200,239.99999739715835,20,17,2,0.20536273504467317,0.0001932218232034951,2.549486384850752e-5,2.3987624015924288e-8,6.123559614934493e-8,5.7615387379582226e-11
512000,200,239.99999739715835,20,17,3,0.3242847159312987,0.0005634274613566575,0.0001438830589677309,2.499891689733335e-7,7.227708920254372e-8,1.255776016661397e-10
512000,200,239.99999739715835,20,17,4,0.17255198251697834,0.0012493835371946245,2.120019809126461e-5,1.5350260306562796e-7,1.0488605539649143e-8,7.594401929329658e-11
512000,200,239.99999739715835,20,17,5,0.881900818916165,0.00055746065437473,0.0002896767389302113,1.831083280313002e-7,3.212069259461714e-7,2.0303895776818631e-10
512000,200,239.99999739715835,20,17,6,0.2912625656572345,0.00038012078623993293,4.1737711967471114e-5,5.447102978417682e-8,2.7216196940571535e-7,3.551929907699055e-10
512000,200,239.99999739715835,20,17,7,0.09410689582853138,0.0001755189860945492,0.00039453053705074126,7.358398046903759e-7,1.6690034954081057e-7,3.1128622267601674e-10
512000,200,239.99999739715835,20,17,8,0.31111967238393845,3.497056603830348e-5,7.821828876330983e-5,8.79191537983128e-9,4.2461033444851637e-7,4.772717722283299e-11
512000,200,239.99999739715835,20,17,9,0.07890484278760823,0.00023035431094333808,0.0006812925492454269,1.9889612625513945e-6,7.531883738920442e-8,2.1988534892015882e-10
512000,200,239.99999739715835,20,17,10,0.06510312095463178,0.00015638476844607687,0.00037991500170164727,9.125971028594146e-7,8.99332235348993e-8,2.160293720467774e-10
512000,200,239.99999739715835,20,17,11,0.4512055266790185,0.0004663842289704679,0.00025909018836500763,2.6780606750056094e-7,1.0918483894784003e-8,1.1285785283427694e-11
512000,200,239.99999739715835,20,17,12,0.2386566177931968,0.0014638051416547174,0.0002903188986920213,1.7806767755049872e-6,9.601194506103639e-8,5.888911865934508e-10
512000,200,239.99999739715835,20,17,13,0.29606345304136994,0.00042029442554207953,0.00044256371393203153,6.282675554920351e-7,7.534288215538254e-8,1.0695745472426235e-10
512000,200,239.99999739715835,20,17,14,0.06195670419469934,0.00015643158147179558,8.011581053324335e-5,2.0228065881661625e-7,3.14628891828761e-8,7.943917573604952e-11
512000,200,239.99999739715835,20,17,15,0.4495222721268419,0.0002718113924669526,0.00038347791951309773,2.3187653592784252e-7,7.048927272990113e-7,4.2622554126285625e-10
512000,200,239.99999739715835,20,17,16,0.6858842368956175,0.0004826387208675359,0.0008141085115767055,5.728667747973801e-7,3.142945388390217e-7,2.2116081117053403e-10
512000,200,239.99999739715835,20,17,17,0.6769667192653515,0.001007708633336223,6.086573057473288e-5,9.060256646151805e-8,9.868404049484525e-8,1.4689756046955318e-10
512000,200,239.99999739715835,20,17,18,0.026055218763644916,3.271866770339346e-5,0.000245797755383137,3.0865889684419653e-7,3.0085288926784415e-8,3.777940151205007e-11
512000,200,239.99999739715835,20,17,19,0.24790554881346338,0.0014487186050560917,0.00014640731723147837,8.555798988960471e-7,5.130779925366369e-7,2.99834205886193e-9
512000,200,239.99999739715835,20,17,20,0.013478197988547436,5.526554373803346e-5,0.0006689447716325958,2.742918346087769e-6,1.1433456847953494e-7,4.688135684342994e-10
1024000,200,302.38104869539455,20,18,1,0.8750787620365372,0.00016621101111782832,0.00027352051165507874,5.1952033092260326e-8,3.6738401831826195e-7,6.97803121299606e-11
1024000,200,302.38104869539455,20,18,2,0.19237803728020708,0.00043499661160228384,4.9221173696878395e-5,1.11296715986573e-7,2.5509427814540686e-7,5.768077697495004e-10
1024000,200,302.38104869539455,20,18,3,0.03734570979800367,0.00045179797425474425,0.0009779334406374574,1.1830765831624215e-5,6.68649022372847e-7,8.089129258205075e-9
1024000,200,302.38104869539455,20,18,4,0.01597414954699161,9.484627188791909e-6,0.00022887047566655383,1.3589149956515512e-7,2.1127925720065832e-7,1.2544674014589496e-10
1024000,200,302.38104869539455,20,18,5,0.11611527971018631,0.0005532704800615515,0.0006308115539468417,3.005714770283805e-6,3.9857974343249225e-7,1.8991678489007637e-9
1024000,200,302.38104869539455,20,18,6,0.34871454806398106,0.00012909904710601235,0.0003320887076370127,1.2294392633925725e-7,2.9922830435680225e-7,1.1077854128564571e-10
1024000,200,302.38104869539455,20,18,7,0.3017347337249703,0.0001864712591714211,0.0003713909432008222,2.2951861049793323e-7,2.1080336409795564e-7,1.3027591572121453e-10
1024000,200,302.38104869539455,20,18,8,0.31878821468967544,0.00029846545698079813,8.362002949979797e-5,7.828925025255435e-8,3.350942279212177e-8,3.137319614073334e-11
1024000,200,302.38104869539455,20,18,9,0.34290209903815594,0.0009565474410310607,0.0008602423040997564,2.3997011886524578e-6,5.019145987716911e-7,1.4001230275868614e-9
1024000,200,302.38104869539455,20,18,10,0.3100744225801009,0.0003120642556436704,0.0011512036388694469,1.1585912300305082e-6,4.3754153011832386e-7,4.4034935475626e-10
1024000,200,302.38104869539455,20,18,11,0.4625265974781314,0.0037664306808863923,6.465428145929764e-5,5.264905211218181e-7,9.200513773066632e-8,7.492130732316298e-10
1024000,200,302.38104869539455,20,18,12,0.04847338640365706,3.563385006133834e-5,8.757994783081813e-5,6.438194153375179e-8,3.605123310990166e-8,2.6502052579261772e-11
1024000,200,302.38104869539455,20,18,13,0.4081037854213605,0.0014528028654332591,0.0004824215068879312,1.717365465820875e-6,3.1914481724015786e-7,1.136119098959005e-9
1024000,200,302.38104869539455,20,18,14,0.391136397076167,0.0030162104829007225,0.00023877565837437942,1.8412953875782596e-6,2.9368351306402474e-7,2.2647119965834487e-9
1024000,200,302.38104869539455,20,18,15,0.7933168082674911,0.0026988180412336167,6.506179079224239e-5,2.2133646098906988e-7,2.432101950944343e-7,8.273870608720146e-10
1024000,200,302.38104869539455,20,18,16,0.12979228426439704,0.0004308008494921843,0.00011392879031291159,3.781474370883109e-7,1.960138433787506e-7,6.50600540073529e-10
1024000,200,302.38104869539455,20,18,17,0.08755088316030424,0.0005724680563299392,0.0006383040301045639,4.173671975329699e-6,8.028049194308551e-7,5.249292242971567e-9
1024000,200,302.38104869539455,20,18,18,0.18759812373062346,0.0011199851671711636,0.0002986995817195748,1.7832753031502976e-6,3.4975019502780924e-7,2.0880540959398974e-9
1024000,200,302.38104869539455,20,18,19,0.04895585663257407,4.746741945101208e-5,0.00029540192872445914,2.864206291525086e-7,3.417490006540902e-7,3.3135858050164737e-10
1024000,200,302.38104869539455,20,18,20,1.064583551563004,0.010316790975507278,0.0003268965205904806,3.167927090927825e-6,4.616711350990954e-7,4.4740167112761075e-9
