N,ns,L,i,abs_err_3,rel_err_3,abs_err_6,rel_err_6,abs_err_9,rel_err_9
1000,50,29.999999674644798,1,0.05028563278931131,0.003551868789141158,2.9194721149039538e-5,2.062136103396005e-6,6.087890902506388e-8,4.300112872976532e-9
1000,50,29.999999674644798,2,0.03258122791387308,0.0005367484668544582,1.119812737471193e-5,1.8447977823015887e-7,5.452560003504914e-8,8.982636351366712e-10
1000,50,29.999999674644798,3,0.03638624939397772,0.000897422746340252,2.3608786698048334e-5,5.82282113413712e-7,4.427354838298925e-8,1.0919534176189723e-9
1000,50,29.999999674644798,4,0.0208651084398781,0.0005294828527303713,1.0722523690276375e-5,2.720998286855629e-7,5.3674050093377446e-8,1.3620580618080113e-9
1000,50,29.999999674644798,5,0.021248557954582026,0.0007309278015275127,1.2010891872193952e-6,4.131619100596084e-8,6.460823698262175e-8,2.222454658768639e-9
1000,50,29.999999674644798,6,0.04164939112226307,0.0005913449703083856,4.075124266478269e-6,5.785929093872031e-8,6.418136422325915e-8,9.112576654372138e-10
1000,50,29.999999674644798,7,0.05317192962283457,0.000595307763148708,2.176884939331103e-5,2.4372192490617856e-7,5.923772050664411e-8,6.632197691334926e-10
1000,50,29.999999674644798,8,0.022415680187606313,0.00023007754642929748,2.0505657531089128e-5,2.1047281783048307e-7,5.5473961424468143e-8,5.693921767456334e-10
1000,50,29.999999674644798,9,0.03569447772385281,0.0031341890295398154,2.557426299887311e-5,2.2455735352046033e-6,6.031079813340057e-8,5.295649465300295e-9
1000,50,29.999999674644798,10,0.05018180905399561,0.0009097111749735815,2.7392266240156005e-5,4.965753761429485e-7,4.618598836714227e-8,8.372737160507717e-10
1000,50,29.999999674644798,11,0.05588012513881324,0.002111712816451757,1.2322702865219526e-5,4.65675578019357e-7,6.505763749942162e-8,2.4585314827825514e-9
1000,50,29.999999674644798,12,0.03323993783137169,0.002545562244253443,3.227411144735015e-5,2.4715978707295947e-6,6.695849386062491e-8,5.127777758441403e-9
1000,50,29.999999674644798,13,0.028246758068178224,0.0007730754113482468,7.153457985964451e-7,1.9578043121670485e-8,5.558017335260956e-8,1.5211538709563036e-9
1000,50,29.999999674644798,14,0.03802182118947073,0.0016910795123230254,2.188045492346191e-6,9.73167194095917e-8,4.297197264691022e-8,1.911245181685809e-9
1000,50,29.999999674644798,15,0.037239772469962684,0.009600241238482422,1.956061463026515e-5,5.042636051952286e-6,7.366555365706517e-8,1.8990639286118745e-8
1000,50,29.999999674644798,16,0.03178257952964003,0.0008375849383452362,2.623723312211723e-5,6.914451756958146e-7,6.092415816283392e-8,1.6055700328213927e-9
1000,50,29.999999674644798,17,0.049217433460626125,0.0007609940793016203,1.7593444681551773e-5,2.7202774089982294e-7,4.899416694570391e-8,7.575419591072985e-10
1000,50,29.999999674644798,18,0.03948517439458499,0.0006953623700208862,4.220998356174732e-6,7.43348222670241e-8,3.124119274389159e-8,5.501799133917716e-10
1000,50,29.999999674644798,19,0.023524943079621607,0.0002849588043127922,7.0490010557477945e-6,8.538490000366923e-8,5.8986188378185034e-8,7.14502630434721e-10
1000,50,29.999999674644798,20,0.05613017632960293,0.0006739198208014714,3.2416708791060955e-5,3.8920708980427007e-7,3.8464875729005144e-8,4.618236366517644e-10
2000,200,37.797631086924326,1,0.011836027416848083,8.603048761297509e-5,1.2295901058223535e-5,8.937309169917112e-8,9.118562616095005e-8,6.627852070327525e-10
2000,200,37.797631086924326,2,0.044323434162265585,0.00040409542809687656,1.841891149467756e-5,1.6792466707953663e-7,7.071166407968121e-8,6.44676133692903e-10
2000,200,37.797631086924326,3,0.07261065529721122,0.00047437068482767043,5.7932445486130746e-5,3.78476874041557e-7,1.2527846138254972e-7,8.184532872888073e-10
2000,200,37.797631086924326,4,0.037632764133881835,0.0020403549860915217,9.935479488731858e-5,5.38677016706108e-6,1.209454616457606e-7,6.557362484354239e-9
2000,200,37.797631086924326,5,0.013584472868299002,0.0005584263739410846,1.696755274238626e-5,6.974969911932479e-7,7.092111786732858e-8,2.915403716468216e-9
2000,200,37.797631086924326,6,0.03208593004370641,0.0006834924965493936,1.8667762496704654e-5,3.9765952168079695e-7,8.844098431382008e-8,1.883964375774594e-9
2000,200,37.797631086924326,7,0.06855731164625922,0.0005202085879315588,4.972748419618256e-5,3.7732903630413195e-7,9.538558742860914e-8,7.237798646669441e-10
2000,200,37.797631086924326,8,0.07804226767563449,0.0012874727107993734,3.161662178285951e-5,5.215832261855877e-7,8.62687983271826e-8,1.423186780032263e-9
2000,200,37.797631086924326,9,0.0362132848777037,0.00033855943872897827,2.7027578354932302e-5,2.526819035873554e-7,9.725316374442627e-8,9.092236907843371e-10
2000,200,37.797631086924326,10,0.07141923121618987,0.0012131353213895117,3.7323899782393255e-5,6.33988078378522e-7,8.463720035933875e-8,1.43765727397188e-9
2000,200,37.797631086924326,11,0.04216599030410606,0.0021051760713548897,2.551378826609607e-5,1.2737994805773675e-6,9.643643039680683e-8,4.814677995561501e-9
2000,200,37.797631086924326,12,0.06857388725959623,0.009362922036830333,4.3213673531994345e-5,5.900296342737679e-6,9.646108800609454e-8,1.3170576770277885e-8
2000,200,37.797631086924326,13,0.04191310241034785,0.00024229440093736783,3.092214171829255e-5,1.787570323471052e-7,7.173136395977053e-8,4.146700401438658e-10
2000,200,37.797631086924326,14,0.043135978997192126,0.0006864718826573911,7.226791090886309e-5,1.150081440380735e-6,1.0696717112068654e-7,1.702290223818331e-9
2000,200,37.797631086924326,15,0.03536563526479597,0.00044496259283500095,2.8173298915135092e-5,3.5447020929022614e-7,6.521264594994136e-8,8.204910730502676e-10
2000,200,37.797631086924326,16,0.03939354872545664,0.0006603596089271731,2.3719402712174542e-5,3.976116903851278e-7,1.023369122776785e-7,1.7154880826167263e-9
2000,200,37.797631086924326,17,0.002650767568624701,2.1506902714464516e-5,7.742320470072173e-5,6.281702519110024e-7,7.495073361951654e-8,6.081099510241179e-10
2000,200,37.797631086924326,18,0.09155376874774035,0.010875761008368323,4.061363508256477e-5,4.824533111860122e-6,6.254470363842302e-8,7.429746021542144e-9
2000,200,37.797631086924326,19,0.0728459269773083,0.0007031982380471108,2.2560877425803483e-5,2.1778526148158927e-7,5.957643622878095e-8,5.751048373405273e-10
2000,200,37.797631086924326,20,0.04748901210742673,0.0010465333282332282,2.8225557556993408e-5,6.220172915902645e-7,9.503123266085822e-8,2.094239231123548e-9
4000,200,47.62203104257679,1,0.04573502130819662,0.0008379908706169891,8.721317829696318e-5,1.5979843262311721e-6,1.529845903291971e-7,2.8030967598559176e-9
4000,200,47.62203104257679,2,0.11840749491926772,0.0017097082556217593,4.4210511759956717e-5,6.383639565451279e-7,1.044631261493123e-7,1.5083628726991488e-9
4000,200,47.62203104257679,3,0.07415978776788279,0.0002836713385721622,4.728351825633581e-5,1.8086592909567301e-7,1.1992864301646478e-7,4.587434743490072e-10
4000,200,47.62203104257679,4,0.11274169855954597,0.0017054302827889604,8.601374474892509e-7,1.3011197002094158e-8,1.7003716834551597e-7,2.572132048755388e-9
4000,200,47.62203104257679,5,0.14489192502553294,0.0011765580558602488,3.8499794968060996e-5,3.1262780110525637e-7,1.1979749103829818e-7,9.727850819023739e-10
4000,200,47.62203104257679,6,0.045374070377363296,0.0011130198913619346,3.7057558017750125e-5,9.090169529871401e-7,1.7197503865418184e-7,4.21852474878109e-9
4000,200,47.62203104257679,7,0.11323152665316272,0.004071807509064654,2.360769885356717e-5,8.48933228270723e-7,1.538335396844559e-7,5.531856546912214e-9
4000,200,47.62203104257679,8,0.10876874285980165,0.0029624210635692274,1.7769079484253325e-5,4.83957927253402e-7,1.3149839617199177e-7,3.581484978157721e-9
4000,200,47.62203104257679,9,0.1125963116027151,0.0006724448522761501,6.742172067220054e-5,4.026542997037968e-7,1.3755095551459817e-7,8.214783472465617e-10
4000,200,47.62203104257679,10,0.08460701680556326,0.00033205779009816676,2.22422891908991e-5,8.729447833419715e-8,1.5579300338686153e-7,6.114419627426911e-10
4000,200,47.62203104257679,11,0.17376898184976142,0.004029221379512125,1.028125807778224e-5,2.383938975432215e-7,1.1316774362057913e-7,2.6240465197719662e-9
4000,200,47.62203104257679,12,0.12115831192706139,0.0011850309676797665,6.871542517217222e-5,6.720950918772087e-7,1.1535223620739998e-7,1.1282426267144812e-9
4000,200,47.62203104257679,13,0.07520227574806881,0.0005037188496017847,4.871396271255435e-6,3.262951953650451e-8,1.5245996110024862e-7,1.0212052155578844e-9
4000,200,47.62203104257679,14,0.0811370218598384,0.0015755031529179,8.530560684505417e-6,1.6564479378862096e-7,9.595070338264122e-8,1.8631523839411297e-9
4000,200,47.62203104257679,15,0.05896626049798215,0.0002908298637620207,0.00010522787104605413,5.189986127972058e-7,1.6690435700184025e-7,8.231956884868756e-10
4000,200,47.62203104257679,16,0.10878831051462612,0.0008818553087880102,1.7267004693621857e-5,1.399690801696081e-7,1.1031869462385657e-7,8.942608452360483e-10
4000,200,47.62203104257679,17,0.09843250395098835,0.0005913504290489517,1.3153342450777927e-5,7.902099803910572e-8,1.095428387998254e-7,6.580977027240042e-10
4000,200,47.62203104257679,18,0.11002857093666307,0.0012548144431917005,9.85123511867414e-5,1.1234783842921474e-6,1.6211903641760728e-7,1.8488771296524162e-9
4000,200,47.62203104257679,19,0.0780459985032067,0.0015893861013338408,2.3549142085244057e-5,4.795720452866636e-7,1.3108014229601395e-7,2.669412401938668e-9
4000,200,47.62203104257679,20,0.13065901065304786,0.0011653434061960032,9.78177183696971e-7,8.724330035986317e-9,8.779329618846532e-8,7.830255128221744e-10
8000,200,59.999999349289595,1,0.11463895212366992,0.0013243225347305467,6.950607648548157e-5,8.029422956616734e-7,3.155279131306088e-7,3.6450152234869423e-9
8000,200,59.999999349289595,2,0.044033754413305815,0.00016218147579337734,0.0001346152161545433,4.958036104591447e-7,2.552201294747647e-7,9.400056343568704e-10
8000,200,59.999999349289595,3,0.2597053102086875,0.0014946755639909724,1.3132365921819655e-5,7.558038156770434e-8,2.2020896039975923e-7,1.2673631964509812e-9
8000,200,59.999999349289595,4,0.11008114374152456,0.00045844855150917977,0.00010059283781060913,4.189331543897794e-7,1.0953465334750945e-7,4.5617261467718083e-10
8000,200,59.999999349289595,5,0.04523506230776775,9.677975015321365e-5,4.2794014404989866e-5,9.155716408633646e-8,1.9118351701763459e-7,4.09034321307922e-10
8000,200,59.999999349289595,6,0.03990414211239823,0.0010627541442646536,3.1486698759408682e-6,8.385750908143808e-8,1.8838909454643726e-7,5.017305982911637e-9
8000,200,59.999999349289595,7,0.17483047652456207,0.0004173028032950143,3.062992914237839e-5,7.311056716159214e-8,2.49969446031173e-7,5.966519833414471e-10
8000,200,59.999999349289595,8,0.1198562798566627,0.0006530409880041096,2.0300870971823315e-5,1.1060998099255195e-7,2.1332735400392266e-7,1.162321291747317e-9
8000,200,59.999999349289595,9,0.15013577721242655,0.00043454984071888985,5.986990697692818e-5,1.732862014885919e-7,1.8563684989203466e-7,5.373033999617734e-10
8000,200,59.999999349289595,10,0.11836313857094183,0.0003831533624263864,7.290844501994798e-5,2.3601195605276444e-7,1.923194190567301e-7,6.225572670777907e-10
8000,200,59.999999349289595,11,0.1514612605704997,0.00047798712086252694,9.075935281543934e-6,2.8642176606872676e-8,2.488162635927438e-7,7.85223686971159e-10
8000,200,59.999999349289595,12,0.15958911886798433,0.00093463078194924,1.609687404879878e-5,9.427105109598663e-8,1.9441847598500317e-7,1.1386082805905909e-9
8000,200,59.999999349289595,13,0.03276288524688198,0.00016651459127561946,7.22667296884083e-5,3.6728953711536135e-7,2.3810068228158343e-7,1.2101265652828057e-9
8000,200,59.999999349289595,14,0.037483897717834225,0.00031412059913632875,8.72162346325922e-5,7.308849278011374e-7,2.0177587600755942e-7,1.690911642643717e-9
8000,200,59.999999349289595,15,0.24416243855102948,0.001064035973972485,0.00011609798249878622,5.059436276006822e-7,2.3733360876576626e-7,1.0342766031422487e-9
8000,200,59.999999349289595,16,0.11106299797427255,0.00043168080578074826,0.00014118765932380484,5.487696501522162e-7,2.471076641086256e-7,9.604606169709213e-10
8000,200,59.999999349289595,17,0.08185765355932517,0.0002559407244616168,1.6016536108054424e-5,5.007819888081932e-8,1.4280919913289836e-7,4.465152407449318e-10
8000,200,59.999999349289595,18,0.209518377115387,0.0009773595619858172,4.114754625561545e-5,1.9194472742136382e-7,2.5553276827849913e-7,1.192007106565908e-9
8000,200,59.999999349289595,19,0.035187423459404954,0.00016079084679902918,3.763496266628863e-5,1.7197501042790846e-7,2.8857130018877797e-7,1.3186422635570576e-9
8000,200,59.999999349289595,20,0.21176030806049795,0.005984467851935505,9.946147432771113e-5,2.8108383533813422e-6,2.0783460286111222e-7,5.873525169725258e-9
16000,200,75.59526217384865,1,0.1488579830524941,0.00020760943873720643,0.0005955625038041035,8.306198607036927e-7,1.7844718058768194e-7,2.488769379132391e-10
16000,200,75.59526217384865,2,0.42780417245938906,0.0012661871898761257,0.00042565079053247246,1.2598137489741873e-6,8.811480256554205e-8,2.6079650791050784e-10
16000,200,75.59526217384865,3,0.20395350649869215,0.004192724680543638,0.00047907248000456093,9.848416166834824e-6,1.2953827877026924e-7,2.6629517079606207e-9
16000,200,75.59526217384865,4,0.04479362336610393,0.00013781111935304795,0.0007485554265258543,2.302989878362654e-6,9.12330619939894e-8,2.806857193185189e-10
16000,200,75.59526217384865,5,0.3184135954155636,0.0012388132179639644,0.0005071484483210043,1.9731010556569536e-6,1.2039726016155328e-7,4.684150408217406e-10
16000,200,75.59526217384865,6,0.07945145712460544,0.00019410541154996858,0.0003707630446001531,9.057997922777488e-7,2.2540257305081468e-7,5.506740944704545e-10
16000,200,75.59526217384865,7,0.0261545178519782,0.00011462164829462774,0.000507084746146802,2.222288698165132e-6,1.3291392519931833e-7,5.824926031470483e-10
16000,200,75.59526217384865,8,0.09451934902318726,0.00022915864497988575,0.0006059338626869248,1.4690641054531626e-6,1.4914974144630833e-7,3.6160799880828233e-10
16000,200,75.59526217384865,9,0.06543953829014981,0.0007740560096822705,0.0007569842810966065,8.954039825584167e-6,1.0715501730373944e-7,1.2674903778172318e-9
16000,200,75.59526217384865,10,0.21064775217422493,0.0005189337314560711,0.00035177914656969733,8.666129274755309e-7,1.9885305846401025e-8,4.898773358608273e-11
16000,200,75.59526217384865,11,0.1832159196117118,0.00041905169393227827,0.0004885889950401179,1.1175013963969043e-6,1.5767307104397332e-7,3.6063005686683705e-10
16000,200,75.59526217384865,12,0.18548640073967704,0.0007940158755705704,0.0005639656694143014,2.414180732420411e-6,2.995977865793975e-8,1.282495093339528e-10
16000,200,75.59526217384865,13,0.08603621772041947,0.0006022782570587456,0.0007789175462562525,5.452646740889337e-6,1.793425781215774e-7,1.2554496028461506e-9
16000,200,75.59526217384865,14,0.048396708706320624,0.00016042330427329678,0.0004518821804140316,1.497879390190297e-6,5.5771238294255454e-8,1.8486807408474457e-10
16000,200,75.59526217384865,15,0.4303043883836608,0.0009364384162465621,0.0006693670010804453,1.4566920331302952e-6,5.490852572620497e-8,1.1949321052156255e-10
16000,200,75.59526217384865,16,0.1745687849459614,0.00048143018055067617,0.00044572163000111686,1.2292223084052788e-6,1.3256118336357758e-7,3.655805616135434e-10
16000,200,75.59526217384865,17,0.162644954603401,0.004644315282065164,0.0006040313148574228,1.724807187089702e-5,1.0373710779276735e-7,2.962205844097645e-9
16000,200,75.59526217384865,18,0.039306649226944046,0.00011261429598469972,0.0007685682284090944,2.201962560043614e-6,1.0031487818196183e-7,2.874040297362391e-10
16000,200,75.59526217384865,19,0.12880726695095746,0.0012738384808533144,0.0004503495262042634,4.4537281932351765e-6,1.3369910334404267e-7,1.32221625942945e-9
16000,200,75.59526217384865,20,0.022959559850505684,0.00010471792083808591,0.0007833535440795458,3.5728539637204406e-6,5.094020139040367e-8,2.32336857126595e-10
